[2025-11-19 16:21:28.694] [info]  No state version found, assuming empty state.
[2025-11-21 21:00:03.321] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2025-11-21 21:00:03.322] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2025-11-21 21:00:03.322] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2025-11-21 21:00:03.322] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2025-11-21 21:00:03.322] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2025-11-21 21:00:03.323] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2025-11-21 21:00:03.323] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2025-11-21 21:00:03.323] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2025-11-21 21:00:03.323] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2025-11-21 21:00:03.323] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2025-11-21 21:00:03.324] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2025-11-21 21:00:03.324] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2025-11-21 21:00:03.324] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2025-11-21 21:00:03.324] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2025-11-21 21:00:03.324] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator MigrateIncorrectFolderKey (to version 69) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator RemoveAcBannersDismissed (to version 70) should migrate: false - up
[2025-11-21 21:00:03.325] [info]  Migrator RemoveNewCustomizationOptionsCalloutDismissed (to version 71) should migrate: false - up
[2025-11-21 21:00:03.326] [info]  Migrator RemoveAccountDeprovisioningBannerDismissed (to version 72) should migrate: false - up
[2025-11-21 21:00:03.756] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2025-11-21 21:00:03.766] [info]  Coredumps are disabled in renderer process
[2025-11-21 21:00:05.287] [info]  [Native Messaging IPC] Clearing connected apps
[2025-11-21 21:00:05.291] [info]  State version: 72
[2025-11-21 21:00:05.574] [info]  Retrieving application id
[2025-11-21 21:00:06.379] [info]  Environment did not respond in time, emitting previous config.
[2025-11-21 21:00:35.931] [info]  Retrieving application id
[2025-11-21 21:04:26.202] [info]  State version: 72
[2025-11-21 21:04:26.210] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2025-11-21 21:04:26.211] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2025-11-21 21:04:26.211] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2025-11-21 21:04:26.212] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2025-11-21 21:04:26.212] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2025-11-21 21:04:26.213] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2025-11-21 21:04:26.213] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2025-11-21 21:04:26.214] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2025-11-21 21:04:26.214] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2025-11-21 21:04:26.215] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2025-11-21 21:04:26.215] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2025-11-21 21:04:26.215] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2025-11-21 21:04:26.216] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2025-11-21 21:04:26.216] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2025-11-21 21:04:26.216] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2025-11-21 21:04:26.216] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2025-11-21 21:04:26.217] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2025-11-21 21:04:26.217] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2025-11-21 21:04:26.217] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2025-11-21 21:04:26.218] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2025-11-21 21:04:26.218] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2025-11-21 21:04:26.218] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2025-11-21 21:04:26.218] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2025-11-21 21:04:26.219] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2025-11-21 21:04:26.219] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2025-11-21 21:04:26.219] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2025-11-21 21:04:26.219] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2025-11-21 21:04:26.219] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2025-11-21 21:04:26.220] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2025-11-21 21:04:26.220] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2025-11-21 21:04:26.220] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2025-11-21 21:04:26.220] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2025-11-21 21:04:26.221] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2025-11-21 21:04:26.221] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2025-11-21 21:04:26.221] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2025-11-21 21:04:26.221] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2025-11-21 21:04:26.222] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2025-11-21 21:04:26.222] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2025-11-21 21:04:26.222] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2025-11-21 21:04:26.222] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2025-11-21 21:04:26.222] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2025-11-21 21:04:26.223] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2025-11-21 21:04:26.223] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2025-11-21 21:04:26.223] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2025-11-21 21:04:26.223] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2025-11-21 21:04:26.223] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2025-11-21 21:04:26.224] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2025-11-21 21:04:26.224] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2025-11-21 21:04:26.224] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2025-11-21 21:04:26.225] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2025-11-21 21:04:26.225] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2025-11-21 21:04:26.225] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2025-11-21 21:04:26.226] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2025-11-21 21:04:26.226] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2025-11-21 21:04:26.226] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2025-11-21 21:04:26.226] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2025-11-21 21:04:26.227] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2025-11-21 21:04:26.227] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2025-11-21 21:04:26.227] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2025-11-21 21:04:26.227] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2025-11-21 21:04:26.227] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2025-11-21 21:04:26.228] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2025-11-21 21:04:26.228] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2025-11-21 21:04:26.228] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2025-11-21 21:04:26.228] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2025-11-21 21:04:26.228] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2025-11-21 21:04:26.229] [info]  Migrator MigrateIncorrectFolderKey (to version 69) should migrate: false - up
[2025-11-21 21:04:26.229] [info]  Migrator RemoveAcBannersDismissed (to version 70) should migrate: false - up
[2025-11-21 21:04:26.229] [info]  Migrator RemoveNewCustomizationOptionsCalloutDismissed (to version 71) should migrate: false - up
[2025-11-21 21:04:26.229] [info]  Migrator RemoveAccountDeprovisioningBannerDismissed (to version 72) should migrate: false - up
[2025-11-21 21:04:26.656] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2025-11-21 21:04:26.681] [info]  Coredumps are disabled in renderer process
[2025-11-21 21:04:28.249] [info]  [Native Messaging IPC] Clearing connected apps
[2025-11-21 21:04:28.252] [info]  State version: 72
[2025-11-21 21:04:35.088] [info]  Retrieving application id
[2025-11-21 21:04:35.145] [info]  Retrieving application id
[2025-11-21 21:04:38.529] [info]  Retrieving application id
[2025-11-21 21:04:38.814] [info]  [KeyService] Deriving master key took 212ms
[2025-11-21 21:04:38.835] [info]  Retrieving application id
[2025-11-21 21:04:39.546] [info]  Using SignalR for server notifications
[2025-11-21 21:04:39.607] [info]  [NAPI] [INFO] desktop_core::password::password: OS keyring is_locked=false
[2025-11-21 21:04:39.707] [info]  [SignalR] WebSocket connected to wss://pass.antonliepelt.cc/notifications/hub?access_token=[REDACTED]
[2025-11-21 21:04:39.708] [info]  [SignalR] Using HubProtocol 'messagepack'.
[2025-11-21 21:04:40.582] [info]  [CipherService]: decrypt complete took 116.39999999990687 [ [ 'Items', 154 ] ]
[2025-11-21 21:04:40.665] [error] Unhandled error in angular {
  response: {
    error: '',
    errorModel: { message: "AuthRequest doesn't exist", object: 'error' },
    error_description: '',
    exceptionMessage: null,
    exceptionStackTrace: null,
    innerExceptionMessage: null,
    message: "AuthRequest doesn't exist",
    object: 'error',
    validationErrors: { '': [ "AuthRequest doesn't exist" ] }
  },
  message: "AuthRequest doesn't exist",
  statusCode: 400
}
[2025-11-21 21:04:40.833] [info]  [SearchService]: index complete took 238.69999999995343 [ [ 'Items', 154 ] ]
[2025-11-21 21:08:03.234] [info]  State version: 72
[2025-11-21 21:08:03.242] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2025-11-21 21:08:03.243] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2025-11-21 21:08:03.243] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2025-11-21 21:08:03.244] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2025-11-21 21:08:03.244] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2025-11-21 21:08:03.245] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2025-11-21 21:08:03.245] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2025-11-21 21:08:03.246] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2025-11-21 21:08:03.246] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2025-11-21 21:08:03.247] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2025-11-21 21:08:03.247] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2025-11-21 21:08:03.247] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2025-11-21 21:08:03.248] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2025-11-21 21:08:03.248] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2025-11-21 21:08:03.248] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2025-11-21 21:08:03.248] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2025-11-21 21:08:03.248] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2025-11-21 21:08:03.249] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2025-11-21 21:08:03.249] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2025-11-21 21:08:03.249] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2025-11-21 21:08:03.249] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2025-11-21 21:08:03.250] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2025-11-21 21:08:03.250] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2025-11-21 21:08:03.250] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2025-11-21 21:08:03.250] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2025-11-21 21:08:03.251] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2025-11-21 21:08:03.251] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
[2025-11-21 21:08:03.251] [info]  Migrator PolicyMigrator (to version 30) should migrate: false - up
[2025-11-21 21:08:03.251] [info]  Migrator EnableContextMenuMigrator (to version 31) should migrate: false - up
[2025-11-21 21:08:03.251] [info]  Migrator PreferredLanguageMigrator (to version 32) should migrate: false - up
[2025-11-21 21:08:03.252] [info]  Migrator AppIdMigrator (to version 33) should migrate: false - up
[2025-11-21 21:08:03.252] [info]  Migrator DomainSettingsMigrator (to version 34) should migrate: false - up
[2025-11-21 21:08:03.252] [info]  Migrator MoveThemeToStateProviderMigrator (to version 35) should migrate: false - up
[2025-11-21 21:08:03.252] [info]  Migrator VaultSettingsKeyMigrator (to version 36) should migrate: false - up
[2025-11-21 21:08:03.253] [info]  Migrator AvatarColorMigrator (to version 37) should migrate: false - up
[2025-11-21 21:08:03.253] [info]  Migrator TokenServiceStateProviderMigrator (to version 38) should migrate: false - up
[2025-11-21 21:08:03.253] [info]  Migrator MoveBillingAccountProfileMigrator (to version 39) should migrate: false - up
[2025-11-21 21:08:03.253] [info]  Migrator OrganizationMigrator (to version 40) should migrate: false - up
[2025-11-21 21:08:03.253] [info]  Migrator EventCollectionMigrator (to version 41) should migrate: false - up
[2025-11-21 21:08:03.254] [info]  Migrator EnableFaviconMigrator (to version 42) should migrate: false - up
[2025-11-21 21:08:03.254] [info]  Migrator AutoConfirmFingerPrintsMigrator (to version 43) should migrate: false - up
[2025-11-21 21:08:03.254] [info]  Migrator UserDecryptionOptionsMigrator (to version 44) should migrate: false - up
[2025-11-21 21:08:03.254] [info]  Migrator MergeEnvironmentState (to version 45) should migrate: false - up
[2025-11-21 21:08:03.254] [info]  Migrator DeleteBiometricPromptCancelledData (to version 46) should migrate: false - up
[2025-11-21 21:08:03.255] [info]  Migrator MoveDesktopSettingsMigrator (to version 47) should migrate: false - up
[2025-11-21 21:08:03.255] [info]  Migrator MoveDdgToStateProviderMigrator (to version 48) should migrate: false - up
[2025-11-21 21:08:03.255] [info]  Migrator AccountServerConfigMigrator (to version 49) should migrate: false - up
[2025-11-21 21:08:03.255] [info]  Migrator KeyConnectorMigrator (to version 50) should migrate: false - up
[2025-11-21 21:08:03.256] [info]  Migrator RememberedEmailMigrator (to version 51) should migrate: false - up
[2025-11-21 21:08:03.256] [info]  Migrator DeleteInstalledVersion (to version 52) should migrate: false - up
[2025-11-21 21:08:03.256] [info]  Migrator DeviceTrustServiceStateProviderMigrator (to version 53) should migrate: false - up
[2025-11-21 21:08:03.256] [info]  Migrator SendMigrator (to version 54) should migrate: false - up
[2025-11-21 21:08:03.257] [info]  Migrator MoveMasterKeyStateToProviderMigrator (to version 55) should migrate: false - up
[2025-11-21 21:08:03.257] [info]  Migrator AuthRequestMigrator (to version 56) should migrate: false - up
[2025-11-21 21:08:03.257] [info]  Migrator CipherServiceMigrator (to version 57) should migrate: false - up
[2025-11-21 21:08:03.257] [info]  Migrator RemoveRefreshTokenMigratedFlagMigrator (to version 58) should migrate: false - up
[2025-11-21 21:08:03.257] [info]  Migrator KdfConfigMigrator (to version 59) should migrate: false - up
[2025-11-21 21:08:03.258] [info]  Migrator KnownAccountsMigrator (to version 60) should migrate: false - up
[2025-11-21 21:08:03.258] [info]  Migrator PinStateMigrator (to version 61) should migrate: false - up
[2025-11-21 21:08:03.258] [info]  Migrator VaultTimeoutSettingsServiceStateProviderMigrator (to version 62) should migrate: false - up
[2025-11-21 21:08:03.258] [info]  Migrator PasswordOptionsMigrator (to version 63) should migrate: false - up
[2025-11-21 21:08:03.258] [info]  Migrator GeneratorHistoryMigrator (to version 64) should migrate: false - up
[2025-11-21 21:08:03.259] [info]  Migrator ForwarderOptionsMigrator (to version 65) should migrate: false - up
[2025-11-21 21:08:03.259] [info]  Migrator MoveFinalDesktopSettingsMigrator (to version 66) should migrate: false - up
[2025-11-21 21:08:03.259] [info]  Migrator RemoveUnassignedItemsBannerDismissed (to version 67) should migrate: false - up
[2025-11-21 21:08:03.259] [info]  Migrator MoveLastSyncDate (to version 68) should migrate: false - up
[2025-11-21 21:08:03.259] [info]  Migrator MigrateIncorrectFolderKey (to version 69) should migrate: false - up
[2025-11-21 21:08:03.260] [info]  Migrator RemoveAcBannersDismissed (to version 70) should migrate: false - up
[2025-11-21 21:08:03.260] [info]  Migrator RemoveNewCustomizationOptionsCalloutDismissed (to version 71) should migrate: false - up
[2025-11-21 21:08:03.260] [info]  Migrator RemoveAccountDeprovisioningBannerDismissed (to version 72) should migrate: false - up
[2025-11-21 21:08:03.624] [info]  [Process Isolation] Isolating process from debuggers and memory dumps
[2025-11-21 21:08:03.632] [info]  Coredumps are disabled in renderer process
[2025-11-21 21:08:04.912] [info]  [Native Messaging IPC] Clearing connected apps
[2025-11-21 21:08:04.918] [info]  State version: 72
[2025-11-21 21:08:04.931] [info]  [NAPI] [INFO] desktop_core::password::password: falling back to get legacy Bitwarden_auto 763d18d7-c14f-4d2d-b402-4491afbfecfa_user_auto
[2025-11-21 23:23:48.062] [info]  State version: 72
[2025-11-21 23:23:48.070] [info]  Migrator MinVersionMigrator (to version 3) should migrate: false - up
[2025-11-21 23:23:48.071] [info]  Migrator RemoveEverBeenUnlockedMigrator (to version 4) should migrate: false - up
[2025-11-21 23:23:48.072] [info]  Migrator AddKeyTypeToOrgKeysMigrator (to version 5) should migrate: false - up
[2025-11-21 23:23:48.072] [info]  Migrator RemoveLegacyEtmKeyMigrator (to version 6) should migrate: false - up
[2025-11-21 23:23:48.073] [info]  Migrator MoveBiometricAutoPromptToAccount (to version 7) should migrate: false - up
[2025-11-21 23:23:48.073] [info]  Migrator MoveStateVersionMigrator (to version 8) should migrate: false - up
[2025-11-21 23:23:48.074] [info]  Migrator MoveBrowserSettingsToGlobal (to version 9) should migrate: false - up
[2025-11-21 23:23:48.074] [info]  Migrator EverHadUserKeyMigrator (to version 10) should migrate: false - up
[2025-11-21 23:23:48.074] [info]  Migrator OrganizationKeyMigrator (to version 11) should migrate: false - up
[2025-11-21 23:23:48.075] [info]  Migrator MoveEnvironmentStateToProviders (to version 12) should migrate: false - up
[2025-11-21 23:23:48.075] [info]  Migrator ProviderKeyMigrator (to version 13) should migrate: false - up
[2025-11-21 23:23:48.076] [info]  Migrator MoveBiometricClientKeyHalfToStateProviders (to version 14) should migrate: false - up
[2025-11-21 23:23:48.076] [info]  Migrator FolderMigrator (to version 15) should migrate: false - up
[2025-11-21 23:23:48.076] [info]  Migrator LastSyncMigrator (to version 16) should migrate: false - up
[2025-11-21 23:23:48.076] [info]  Migrator EnablePasskeysMigrator (to version 17) should migrate: false - up
[2025-11-21 23:23:48.077] [info]  Migrator AutofillSettingsKeyMigrator (to version 18) should migrate: false - up
[2025-11-21 23:23:48.077] [info]  Migrator RequirePasswordOnStartMigrator (to version 19) should migrate: false - up
[2025-11-21 23:23:48.077] [info]  Migrator PrivateKeyMigrator (to version 20) should migrate: false - up
[2025-11-21 23:23:48.077] [info]  Migrator CollectionMigrator (to version 21) should migrate: false - up
[2025-11-21 23:23:48.078] [info]  Migrator CollapsedGroupingsMigrator (to version 22) should migrate: false - up
[2025-11-21 23:23:48.078] [info]  Migrator MoveBiometricPromptsToStateProviders (to version 23) should migrate: false - up
[2025-11-21 23:23:48.078] [info]  Migrator SmOnboardingTasksMigrator (to version 24) should migrate: false - up
[2025-11-21 23:23:48.078] [info]  Migrator ClearClipboardDelayMigrator (to version 25) should migrate: false - up
[2025-11-21 23:23:48.078] [info]  Migrator RevertLastSyncMigrator (to version 26) should migrate: false - up
[2025-11-21 23:23:48.079] [info]  Migrator BadgeSettingsMigrator (to version 27) should migrate: false - up
[2025-11-21 23:23:48.079] [info]  Migrator MoveBiometricUnlockToStateProviders (to version 28) should migrate: false - up
[2025-11-21 23:23:48.079] [info]  Migrator UserNotificationSettingsKeyMigrator (to version 29) should migrate: false - up
